seqnames	start	end	width	strand	microglia_H3K27ac	neurons_H3K27ac	oligodendrocytes_H3K27ac	astrocytes_H3K27ac	microglia_atac	neurons_atac	oligodendrocytes_atac	astrocytes_atac	microglia_H3K4me3	neurons_H3K4me3	oligodendrocytes_H3K4me3	astrocytes_H3K4me3
chr12	40590585	40590585	1	*	0.200000002980232	0.409999996423721	0.140000000596046	0.159999996423721	0.330000013113022	0.230000004172325			0.620000004768372			0.100000001490116
chr12	40590620	40590620	1	*	0.200000002980232	0.409999996423721	0.180000007152557	0.159999996423721	0.159999996423721	0.349999994039536	0.180000007152557		0.370000004768372		0.0900000035762787	0.200000002980232
chr12	40591117	40591117	1	*	0.0500000007450581	0.209999993443489			0.159999996423721				0.119999997317791			0.810000002384186
chr12	40591173	40591173	1	*	0.0500000007450581	0.209999993443489				0.119999997317791		0.189999997615814	0.119999997317791			0.600000023841858
chr12	40591385	40591385	1	*	0.100000001490116	0.28999999165535	0.140000000596046		0.819999992847443	0.5799999833107	0.180000007152557	0.379999995231628		0.129999995231628	0.180000007152557	0.400000005960465
chr12	40591612	40591612	1	*	0.25	0.159999996423721	0.0900000035762787	0.159999996423721	1.13999998569489	0.699999988079071					0.0900000035762787	0.300000011920929
chr12	40592064	40592064	1	*	0.300000011920929	1.11000001430511		0.0799999982118607	0.819999992847443	1.27999997138977	0.550000011920929			0.129999995231628	0.550000011920929	1.11000001430511
chr12	40592225	40592225	1	*	0.0500000007450581	0.449999988079071	0.46000000834465	0.159999996423721	0.649999976158142	0.469999998807907					0.280000001192093	0.400000005960465
chr12	40592388	40592388	1	*	0.0500000007450581	1.80999994277954	0.0900000035762787	0.159999996423721	1.30999994277954	0.5799999833107	1.0900000333786	0.759999990463257			0.280000001192093	0.300000011920929
chr12	40592501	40592501	1	*	0.400000005960465	2.08999991416931		0.239999994635582	0.159999996423721	0.349999994039536	0.180000007152557		0.25	0.270000010728836	0.370000004768372	0.300000011920929
chr12	40592628	40592628	1	*	0.349999994039536	2.5	0.280000001192093	0.159999996423721	0.819999992847443	0.349999994039536	0.180000007152557		0.370000004768372		0.46000000834465	0.400000005960465
chr12	40593012	40593012	1	*	0.0500000007450581	1.39999997615814		0.239999994635582		0.349999994039536			0.620000004768372	0.529999971389771	0.180000007152557	0.100000001490116
chr12	40593403	40593403	1	*	0.810000002384186	2.71000003814697	0.0900000035762787	0.0799999982118607	0.649999976158142	3.02999997138977	0.180000007152557	0.759999990463257	0.25	0.400000005960465	0.0900000035762787	0.400000005960465
chr12	40593676	40593676	1	*	0.150000005960464	3.03999996185303	0.140000000596046		0.159999996423721	0.230000004172325	0.180000007152557		0.25	0.529999971389771		0.300000011920929
chr12	40594570	40594570	1	*	0.300000011920929	0.990000009536743	0.140000000596046		0.490000009536743	0.119999997317791	0.360000014305115		0.119999997317791			0.200000002980232
chr12	40594722	40594722	1	*	0.150000005960464	0.899999976158142		0.239999994635582	0.649999976158142	0.230000004172325			0.119999997317791		0.280000001192093	0.400000005960465
chr12	40596166	40596167	2	*	0.100000001490116	0.569999992847443	0.180000007152557		0.330000013113022	1.62999999523163	0.360000014305115		0.5		0.0900000035762787	
chr12	40597279	40597279	1	*	0.150000005960464	0.330000013113022		0.0799999982118607	0.159999996423721	0.349999994039536	0.360000014305115					
chr12	40597426	40597426	1	*	0.400000005960465	1.07000005245209	0.0900000035762787		0.330000013113022				0.119999997317791	0.129999995231628	0.280000001192093	
chr12	40597536	40597536	1	*	0.200000002980232	0.779999971389771	0.0900000035762787		1.47000002861023	0.349999994039536	0.910000026226044			0.270000010728836	0.370000004768372	0.600000023841858
chr12	40597545	40597545	1	*	0.150000005960464	0.740000009536743	0.0900000035762787		1.47000002861023	0.349999994039536	0.910000026226044	0.379999995231628		0.270000010728836	0.370000004768372	0.600000023841858
chr12	40597612	40597612	1	*	0.300000011920929	0.819999992847443	0.0900000035762787	0.0799999982118607	0.159999996423721	0.119999997317791		0.189999997615814		0.129999995231628	0.280000001192093	0.200000002980232
chr12	40597869	40597869	1	*	0.25	0.620000004768372			0.649999976158142		0.730000019073486		0.370000004768372		0.0900000035762787	0.400000005960465
chr12	40598152	40598152	1	*	0.200000002980232	0.209999993443489										0.200000002980232
chr12	40598871	40598871	1	*	0.150000005960464			0.0799999982118607	0.490000009536743	0.230000004172325	0.360000014305115	0.759999990463257	0.5			0.100000001490116
chr12	40599398	40599398	1	*	0.150000005960464	0.209999993443489	0.230000004172325	0.159999996423721	0.330000013113022	0.230000004172325	0.180000007152557	0.189999997615814	1.12000000476837	0.129999995231628		0.200000002980232
chr12	40600696	40600696	1	*	0.349999994039536	0.409999996423721		0.0799999982118607	0.819999992847443		0.360000014305115	1.13999998569489		0.400000005960465	0.180000007152557	0.100000001490116
chr12	40600942	40600942	1	*	0.509999990463257	0.25	0.280000001192093	0.319999992847443	0.649999976158142	0.230000004172325			0.5	0.129999995231628	0.0900000035762787	0.100000001490116
chr12	40601708	40601708	1	*	2.01999998092651	0.740000009536743	0.0900000035762787		2.28999996185303	1.27999997138977	0.730000019073486	0.189999997615814	0.370000004768372	0.129999995231628		0.709999978542328
chr12	40601940	40601940	1	*	1.82000005245209	0.660000026226044		0.239999994635582	0.980000019073486	0.230000004172325		0.569999992847443			0.0900000035762787	0.100000001490116
chr12	40602224	40602224	1	*	3.78999996185303	0.699999988079071	0.419999986886978	0.159999996423721	1.96000003814697	0.5799999833107	1.0900000333786		0.370000004768372	0.129999995231628	0.280000001192093	0.200000002980232
chr12	40602765	40602765	1	*	3.44000005722046	1.60000002384186	0.230000004172325	0.159999996423721	11.1199998855591	0.5799999833107	0.910000026226044		0.870000004768372	0.529999971389771		0.400000005960465
chr12	40603316	40603316	1	*	9.5	1.48000001907349	0.180000007152557	0.72000002861023	2.61999988555908	0.349999994039536	0.360000014305115	1.33000004291534			0.740000009536743	0.5
chr12	40603676	40603676	1	*	10.3100004196167	0.899999976158142	0.140000000596046	0.639999985694885	6.21999979019165	0.699999988079071	0.180000007152557	1.33000004291534	0.370000004768372	0.129999995231628	0.0900000035762787	0.600000023841858
chr12	40604075	40604075	1	*	6.98000001907349	0.490000009536743	0.0900000035762787	0.319999992847443	1.96000003814697	0.230000004172325			0.25		0.649999976158142	0.5
chr12	40604608	40604608	1	*	0.46000000834465	0.209999993443489		0.0799999982118607		0.119999997317791						
chr12	40604821	40604821	1	*	1.11000001430511	0.28999999165535		0.639999985694885		0.230000004172325		0.189999997615814		0.400000005960465	0.370000004768372	0.200000002980232
chr12	40604939	40604939	1	*	1.62000000476837	0.0799999982118607	0.0900000035762787	0.400000005960465	0.490000009536743	0.349999994039536			0.25			
chr12	40605202	40605202	1	*	0.810000002384186	0.209999993443489	0.140000000596046	0.0799999982118607	0.159999996423721	0.230000004172325	0.550000011920929		0.119999997317791		0.180000007152557	0.5
chr12	40605204	40605204	1	*	0.810000002384186	0.209999993443489	0.0900000035762787	0.0799999982118607		0.230000004172325	0.550000011920929		0.119999997317791		0.180000007152557	0.5
chr12	40605526	40605526	1	*	0.910000026226044	0.0799999982118607		0.0799999982118607		0.119999997317791	0.180000007152557	0.189999997615814			0.370000004768372	
chr12	40605916	40605916	1	*	0.560000002384186	0.0799999982118607	0.0900000035762787	0.239999994635582	0.159999996423721				0.25			0.100000001490116
chr12	40606001	40606001	1	*	0.46000000834465	0.0799999982118607		0.0799999982118607	0.159999996423721	0.469999998807907	0.180000007152557		0.25			0.100000001490116
chr12	40606007	40606007	1	*	0.46000000834465				0.159999996423721	0.469999998807907	0.180000007152557		0.25			0.100000001490116
chr12	40606552	40606552	1	*	0.25			0.159999996423721	0.159999996423721	0.230000004172325			0.119999997317791		0.280000001192093	
chr12	40606663	40606663	1	*	0.200000002980232	0.159999996423721		0.159999996423721	0.159999996423721	0.119999997317791	0.360000014305115	0.189999997615814	0.370000004768372	0.129999995231628		0.200000002980232
chr12	40606702	40606702	1	*	0.200000002980232	0.119999997317791		0.159999996423721	0.330000013113022			0.189999997615814	0.25	0.270000010728836	0.180000007152557	0.200000002980232
chr12	40606992	40606992	1	*	0.200000002980232	0.159999996423721	0.0900000035762787	0.0799999982118607	0.330000013113022	0.469999998807907			0.25		0.740000009536743	0.200000002980232
chr12	40607098	40607098	1	*	0.150000005960464	0.0799999982118607	0.0900000035762787	0.0799999982118607	0.649999976158142	0.230000004172325			0.370000004768372	0.270000010728836	0.280000001192093	0.200000002980232
chr12	40607510	40607510	1	*	0.150000005960464			0.239999994635582	0.649999976158142	0.230000004172325	0.360000014305115	0.379999995231628	0.119999997317791			0.400000005960465
chr12	40607566	40607566	1	*	0.100000001490116	0.159999996423721		0.0799999982118607	0.330000013113022	0.230000004172325	0.180000007152557	0.379999995231628	0.25		0.0900000035762787	0.300000011920929
chr12	40607647	40607647	1	*	0.300000011920929	0.529999971389771	0.180000007152557	0.0799999982118607	0.330000013113022			0.379999995231628	0.5	0.129999995231628	0.0900000035762787	0.300000011920929
chr12	40607709	40607709	1	*	0.25	0.490000009536743	0.180000007152557	0.319999992847443	1.13999998569489	0.230000004172325	0.730000019073486		0.25	0.129999995231628		0.300000011920929
chr12	40607766	40607766	1	*	0.200000002980232	0.409999996423721	0.140000000596046	0.319999992847443	0.649999976158142	0.349999994039536	0.360000014305115	0.189999997615814	0.25	0.129999995231628		0.5
chr12	40607891	40607891	1	*	0.349999994039536	0.620000004768372			0.330000013113022	0.349999994039536		0.759999990463257	0.119999997317791	0.129999995231628	0.280000001192093	0.100000001490116
chr12	40608880	40608880	1	*	0.349999994039536	0.25		0.319999992847443	1.30999994277954	0.930000007152557	0.180000007152557	0.189999997615814	0.620000004768372	0.400000005960465	0.0900000035762787	0.5
chr12	40609580	40609581	2	*	0.860000014305115	0.119999997317791	0.0900000035762787	0.239999994635582	0.980000019073486	0.699999988079071	0.360000014305115	0.189999997615814	0.25	0.400000005960465	0.0900000035762787	0.910000026226044
chr12	40609750	40609750	1	*	0.610000014305115	0.25	0.180000007152557		0.159999996423721	0.230000004172325		0.379999995231628			0.0900000035762787	0.400000005960465
chr12	40609883	40609883	1	*	0.560000002384186	0.209999993443489	0.140000000596046		0.819999992847443	0.230000004172325	0.360000014305115	0.759999990463257	0.870000004768372	0.270000010728836		0.400000005960465
chr12	40609979	40609979	1	*	0.810000002384186	0.159999996423721	0.280000001192093	0.159999996423721	1.13999998569489	0.349999994039536	0.550000011920929		0.119999997317791			0.600000023841858
chr12	40610718	40610718	1	*	0.509999990463257	0.159999996423721		0.0799999982118607	0.330000013113022	0.119999997317791	0.360000014305115	0.569999992847443	0.25		0.180000007152557	
chr12	40610744	40610744	1	*	0.660000026226044	0.159999996423721		0.159999996423721	0.490000009536743		0.180000007152557	0.379999995231628	0.25		0.0900000035762787	
chr12	40610863	40610863	1	*	1.00999999046326				13.5799999237061							
chr12	40610864	40610864	1	*	1.05999994277954				14.0699996948242						0.0900000035762787	
chr12	40611618	40611618	1	*	0.150000005960464	0.0799999982118607		0.239999994635582		0.119999997317791	0.360000014305115		0.25	0.129999995231628	0.280000001192093	0.200000002980232
chr12	40611670	40611670	1	*	0.150000005960464	0.0799999982118607		0.159999996423721	0.159999996423721	0.349999994039536		0.949999988079071		0.529999971389771	0.180000007152557	0.200000002980232
chr12	40613997	40613997	1	*	0.300000011920929		0.0900000035762787	0.0799999982118607			0.180000007152557	0.189999997615814			0.0900000035762787	0.300000011920929
chr12	40614062	40614062	1	*	0.150000005960464		0.140000000596046	0.0799999982118607	1.13999998569489	0.349999994039536	1.45000004768372	0.189999997615814				0.100000001490116
chr12	40614320	40614320	1	*	0.150000005960464		0.0900000035762787	0.0799999982118607	0.490000009536743	0.119999997317791	0.360000014305115	0.189999997615814			0.180000007152557	0.100000001490116
chr12	40614434	40614434	1	*	0.150000005960464	0.119999997317791	0.140000000596046		1.13999998569489	0.349999994039536	0.180000007152557	0.189999997615814		0.129999995231628		
chr12	40614601	40614601	1	*	0.200000002980232	0.330000013113022	0.0900000035762787	0.159999996423721	0.330000013113022		0.730000019073486	0.379999995231628	0.119999997317791			0.100000001490116
chr12	40614656	40614656	1	*	0.25	0.370000004768372	0.140000000596046	0.639999985694885	2.13000011444092	0.469999998807907	0.730000019073486	0.759999990463257	0.25		0.180000007152557	0.200000002980232
chr12	40614746	40614746	1	*	0.560000002384186	0.119999997317791	0.370000004768372	0.319999992847443	0.330000013113022	0.119999997317791					0.550000011920929	0.400000005960465
chr12	40614779	40614779	1	*	0.660000026226044	0.119999997317791	0.370000004768372	0.239999994635582	0.819999992847443	0.119999997317791				0.129999995231628	0.8299999833107	0.400000005960465
chr12	40615069	40615069	1	*	0.100000001490116	0.330000013113022							1.12000000476837		0.46000000834465	0.200000002980232
chr12	40615376	40615376	1	*	0.46000000834465	0.28999999165535	0.0900000035762787		0.649999976158142	0.699999988079071	0.180000007152557	0.379999995231628	0.119999997317791	0.270000010728836	0.180000007152557	0.300000011920929
chr12	40615432	40615432	1	*	0.509999990463257	0.119999997317791	0.0900000035762787		0.980000019073486	0.819999992847443	0.730000019073486	0.379999995231628	0.25		0.0900000035762787	0.200000002980232
chr12	40616166	40616166	1	*	0.660000026226044		0.0900000035762787	0.159999996423721	0.819999992847443	0.119999997317791	0.550000011920929	0.759999990463257	0.620000004768372	0.400000005960465	0.280000001192093	
chr12	40616217	40616217	1	*	0.759999990463257	0.25	0.0900000035762787	0.0799999982118607	0.159999996423721	0.119999997317791	0.360000014305115		0.25	0.670000016689301	0.370000004768372	
chr12	40616414	40616414	1	*	0.46000000834465	0.209999993443489	0.180000007152557		0.159999996423721	0.119999997317791		0.189999997615814	0.620000004768372			
chr12	40617202	40617202	1	*	1.82000005245209	0.370000004768372	0.280000001192093	0.159999996423721	1.63999998569489	0.469999998807907	0.550000011920929	0.569999992847443	0.5	0.529999971389771	0.0900000035762787	0.100000001490116
chr12	40617231	40617231	1	*	2.26999998092651	0.449999988079071	0.280000001192093	0.159999996423721	1.47000002861023	0.349999994039536	1.0900000333786	0.759999990463257	0.870000004768372	0.670000016689301	0.0900000035762787	0.100000001490116
chr12	40617621	40617621	1	*	6.17000007629395	2.00999999046326	0.280000001192093	0.560000002384186	7.69000005722046	0.469999998807907	0.730000019073486	0.379999995231628	4.73000001907349	0.930000007152557	0.280000001192093	0.200000002980232
chr12	40617692	40617692	1	*	6.07000017166138	2.25999999046326	0.280000001192093	1.50999999046326	5.55999994277954	1.04999995231628	1.26999998092651	0.569999992847443	4.1100001335144	1.07000005245209	0.0900000035762787	0.400000005960465
chr12	40617759	40617759	1	*	7.17999982833862	1.80999994277954	0.550000011920929	0.879999995231628	2.77999997138977	1.04999995231628	2	0.949999988079071	5.3600001335144	1.47000002861023	0.370000004768372	0.400000005960465
chr12	40618097	40618097	1	*	13.75	5.17000007629395	1.48000001907349	2.23000001907349	0.980000019073486	0.699999988079071	0.550000011920929	0.759999990463257	12.460000038147	5.86999988555908	2.67000007629395	2.3199999332428
chr12	40618412	40618412	1	*	33.8699989318848	18.3500003814697	3.32999992370605	5.73000001907349	10.8000001907349	2.32999992370605	2.73000001907349	10.6400003433228	35.2599983215332	40.7900009155274	20.2000007629395	15.0100002288818
chr12	40618714	40618714	1	*	17.9400005340576	14.7399997711182	4.15999984741211	6.36999988555908	41.2200012207031	3.96000003814697	3.08999991416931	12.1599998474121	20.0599994659424	30.9300003051758	17.6200008392334	15.8199996948242
chr12	40619757	40619757	1	*	7.42999982833862	2.78999996185303	0.790000021457672	0.319999992847443	1.13999998569489	0.349999994039536	1.26999998092651	0.949999988079071	9.72000026702881	2	0.920000016689301	0.709999978542328
chr12	40620416	40620416	1	*	7.28000020980835	3.85999989509583	0.509999990463257	0.239999994635582	1.96000003814697	0.819999992847443	1.0900000333786	1.33000004291534	1.87000000476837	0.270000010728836		0.5
chr12	40620808	40620808	1	*	7.13000011444092	4.46999979019165	0.740000009536743	0.400000005960465	6.53999996185303	1.04999995231628		0.759999990463257	2.24000000953674	1.73000001907349	0.370000004768372	0.400000005960465
chr12	40620815	40620815	1	*	7.07999992370606	4.46999979019165	0.740000009536743	0.400000005960465	6.05000019073486	1.04999995231628		0.569999992847443	2.24000000953674	1.47000002861023	0.370000004768372	0.400000005960465
chr12	40620881	40620881	1	*	5.55999994277954	3.85999989509583	0.740000009536743	0.319999992847443	7.19999980926514	1.98000001907349	0.360000014305115	0.759999990463257	2.61999988555908	1.60000002384186	0.46000000834465	0.100000001490116
chr12	40621156	40621156	1	*	1.00999999046326	1.60000002384186	0.140000000596046	0.0799999982118607	0.819999992847443				0.25	0.529999971389771		0.400000005960465
chr12	40621892	40621892	1	*	0.560000002384186	0.699999988079071	0.0900000035762787	0.239999994635582	1.30999994277954	0.349999994039536			0.25	0.129999995231628	0.180000007152557	0.100000001490116
chr12	40621904	40621904	1	*	0.660000026226044	0.699999988079071		0.159999996423721	1.47000002861023	0.469999998807907	0.360000014305115	0.379999995231628	0.119999997317791	0.129999995231628	0.0900000035762787	0.100000001490116
chr12	40621958	40621958	1	*	0.509999990463257	0.819999992847443	0.419999986886978	0.159999996423721	1.13999998569489	1.04999995231628	1.26999998092651	2.08999991416931	0.370000004768372	0.129999995231628		0.400000005960465
chr12	40622468	40622468	1	*	1.11000001430511	1.48000001907349	0.0900000035762787	0.0799999982118607	0.330000013113022				1.49000000953674	0.129999995231628		0.300000011920929
chr12	40622790	40622790	1	*	1.05999994277954	3.69000005722046	0.509999990463257	0.159999996423721	0.819999992847443	1.27999997138977	2	0.189999997615814	0.119999997317791	0.930000007152557		0.400000005960465
chr12	40622804	40622804	1	*	1.11000001430511	3.60999989509583	0.509999990463257	0.400000005960465	0.649999976158142	1.51999998092651	2.1800000667572	0.379999995231628		0.270000010728836	0.0900000035762787	0.400000005960465
chr12	40623324	40623324	1	*	0.910000026226044	2.5	0.230000004172325	0.560000002384186	0.330000013113022		0.550000011920929	0.189999997615814	0.119999997317791	0.270000010728836	0.280000001192093	0.910000026226044
chr12	40623727	40623727	1	*	0.400000005960465	1.14999997615814	0.230000004172325	0.400000005960465	1.96000003814697	3.84999990463257	0.730000019073486	0.379999995231628	0.119999997317791	0.270000010728836	0.0900000035762787	0.300000011920929
chr12	40623755	40623755	1	*	0.200000002980232	0.660000026226044	0.140000000596046	0.400000005960465	0.649999976158142	1.75	0.180000007152557	0.189999997615814	0.119999997317791			0.200000002980232
chr12	40624310	40624310	1	*	1.05999994277954	2.78999996185303	0.180000007152557	0.560000002384186	2.28999996185303	10.0299997329712	0.550000011920929	0.949999988079071	0.620000004768372	1.73000001907349	0.46000000834465	0.100000001490116
chr12	40625081	40625081	1	*	0.509999990463257	0.699999988079071		0.319999992847443	0.159999996423721	0.349999994039536	0.360000014305115		1		0.0900000035762787	0.5
chr12	40625167	40625167	1	*	0.200000002980232	0.370000004768372		0.159999996423721								0.400000005960465
chr12	40625798	40625798	1	*	0.200000002980232	0.330000013113022	0.0900000035762787	0.319999992847443	0.159999996423721			0.189999997615814	0.25		0.46000000834465	0.100000001490116
chr12	40626378	40626378	1	*	0.610000014305115	0.28999999165535	0.0900000035762787	0.159999996423721	0.490000009536743	0.349999994039536	0.730000019073486	0.569999992847443		0.129999995231628	0.0900000035762787	
chr12	40627004	40627004	1	*	0.560000002384186	0.159999996423721	0.140000000596046		0.490000009536743			0.379999995231628	0.119999997317791		0.46000000834465	0.300000011920929
chr12	40627456	40627456	1	*	0.200000002980232	0.370000004768372	0.230000004172325	0.0799999982118607		0.119999997317791	0.360000014305115	0.189999997615814				0.300000011920929
chr12	40628433	40628433	1	*	0.349999994039536	0.119999997317791	0.230000004172325	0.400000005960465	1.30999994277954	0.699999988079071	0.180000007152557	0.569999992847443	0.620000004768372			
chr12	40628586	40628586	1	*	0.100000001490116	0.0799999982118607	0.140000000596046	0.159999996423721		0.119999997317791		0.189999997615814	0.25	0.129999995231628		
chr12	40629554	40629554	1	*	0.300000011920929	0.0799999982118607			0.330000013113022	0.469999998807907	0.360000014305115		0.119999997317791		0.0900000035762787	0.200000002980232
chr12	40629747	40629747	1	*	0.100000001490116	0.28999999165535	0.180000007152557	0.319999992847443	0.159999996423721	0.5799999833107	0.180000007152557	0.569999992847443	0.25	0.129999995231628	0.370000004768372	0.100000001490116
